2026-05-07 15:53:01.391 | INFO     | __main__:<module>:4 - PRAGMA foreign_keys = 1
2026-05-07 15:57:19.655 | INFO     | __main__:<module>:78 - INSERT INTO customer_site(ADDRESS1, ADDRESS2, CITY, REGION, POSTAL_ZONE, TERRITORY_NAME_EN, FLAG_IMAGE, CURRENCY_NAME, LANGUAGE, COUNTRY, COMPANY_NAME, CUSTOMER_TYPE_EN, SEGMENT_DESCRIPTION, SEGMENT_NAME, HQ_ADDRESS1, HQ_ADDRESS2, HQ_CITY, HQ_REGION, HQ_POSTAL_ZONE, HQ_PHONE, HQ_FAX, HQ_LANGUAGE, HQ_CURRENCY_NAME, HQ_FLAG_IMAGE, HQ_TERRITORY_NAME_EN, HQ_COUNTRY, AGE61_70, AGE51_60, AGE41_50, AGE31_40, AGE21_30, AGE0_20, ACTIVE_INDICATOR, PK_CUSTOMER_STORE, PK_RETAILER_SITE, VALID_FROM) VALUES('1-8 Konohana', 'Konohana-ku', 'Osaka-shi', 'Osaka', '554-0005', 'Asia Pacific', 'F11', 'yen', 'EN', 'Japan', 'Golf Shop Jiro', 'Golf Shop', 'Primarily offers golf equipment and accessories.', 'Golf Shop', '232-87-515 Zundabashi', 'Miyagino-ku', 'Sendai City', 'Miyagi', '379-2548', '81-92-985-2333', '81-92-985-2334', 'EN', 'yen', 'F11', 'Asia Pacific', 'Japan', 25.0, 24.0, 22.0, 19.0, 8.0, 2.0, 1.0, 235.0, 235.0, (CASE WHEN 0 THEN '07-May-2026 15:57:19 PM' ELSE '01-Jan-1970 01:00:00 AM' END))
2026-05-07 15:57:19.655 | INFO     | __main__:<module>:78 - INSERT INTO customer_site(ADDRESS1, ADDRESS2, CITY, REGION, POSTAL_ZONE, TERRITORY_NAME_EN, FLAG_IMAGE, CURRENCY_NAME, LANGUAGE, COUNTRY, COMPANY_NAME, CUSTOMER_TYPE_EN, SEGMENT_DESCRIPTION, SEGMENT_NAME, HQ_ADDRESS1, HQ_ADDRESS2, HQ_CITY, HQ_REGION, HQ_POSTAL_ZONE, HQ_PHONE, HQ_FAX, HQ_LANGUAGE, HQ_CURRENCY_NAME, HQ_FLAG_IMAGE, HQ_TERRITORY_NAME_EN, HQ_COUNTRY, AGE61_70, AGE51_60, AGE41_50, AGE31_40, AGE21_30, AGE0_20, ACTIVE_INDICATOR, PK_CUSTOMER_STORE, PK_RETAILER_SITE, VALID_FROM) VALUES('1-8 Miyakojima', 'Miyakojima-ku', 'Osaka-shi', 'Osaka', '534-0014', 'Asia Pacific', 'F11', 'yen', 'EN', 'Japan', 'Kanjosen Sport', 'Sports Store', 'Primarily offers a wide range of sporting goods.  Concentrates on offering higher priced merchandise.', 'Sports Store - Exclusive', '11-33-11 Hita', 'Hita-ku', 'Osaka City', 'Osaka', '471-2314', '81-6-439-0001', '81-6-439-0002', 'EN', 'yen', 'F11', 'Asia Pacific', 'Japan', 3.0, 5.0, 20.0, 32.0, 38.0, 2.0, 1.0, 256.0, 256.0, (CASE WHEN 0 THEN '07-May-2026 15:57:19 PM' ELSE '01-Jan-1970 01:00:00 AM' END))
2026-05-07 15:57:19.655 | INFO     | __main__:<module>:78 - INSERT INTO customer_site(ADDRESS1, ADDRESS2, CITY, REGION, POSTAL_ZONE, TERRITORY_NAME_EN, FLAG_IMAGE, CURRENCY_NAME, LANGUAGE, COUNTRY, COMPANY_NAME, CUSTOMER_TYPE_EN, SEGMENT_DESCRIPTION, SEGMENT_NAME, HQ_ADDRESS1, HQ_ADDRESS2, HQ_CITY, HQ_REGION, HQ_POSTAL_ZONE, HQ_PHONE, HQ_FAX, HQ_LANGUAGE, HQ_CURRENCY_NAME, HQ_FLAG_IMAGE, HQ_TERRITORY_NAME_EN, HQ_COUNTRY, AGE61_70, AGE51_60, AGE41_50, AGE31_40, AGE21_30, AGE0_20, ACTIVE_INDICATOR, PK_CUSTOMER_STORE, PK_RETAILER_SITE, VALID_FROM) VALUES('100, avenue du Marché', 'Boîte postale 250', 'Poitiers', NULL, 'F-86000', 'Central Europe', 'F01', 'francs', 'EN', 'France', 'Altitudes extrêmes', 'Outdoors Shop', 'Primarily offers camping supplies, hiking equipment, and other gear for outdoor activities.  Concentrates on offering more expensive gear and on providing a high level of service.', 'Outdoors Shop - Exclusive', '15, rue Capdeville', NULL, 'Bordeaux', NULL, 'F-33000', '+33 5 32 95 59 29', '+33 5 32 59 87 69', 'EN', 'francs', 'F01', 'Central Europe', 'France', 2.0, 10.0, 35.0, 31.0, 15.0, 7.0, 1.0, 207.0, 207.0, (CASE WHEN 0 THEN '07-May-2026 15:57:19 PM' ELSE '01-Jan-1970 01:00:00 AM' END))
2026-05-07 15:57:19.656 | INFO     | __main__:<module>:78 - INSERT INTO customer_site(ADDRESS1, ADDRESS2, CITY, REGION, POSTAL_ZONE, TERRITORY_NAME_EN, FLAG_IMAGE, CURRENCY_NAME, LANGUAGE, COUNTRY, COMPANY_NAME, CUSTOMER_TYPE_EN, SEGMENT_DESCRIPTION, SEGMENT_NAME, HQ_ADDRESS1, HQ_ADDRESS2, HQ_CITY, HQ_REGION, HQ_POSTAL_ZONE, HQ_PHONE, HQ_FAX, HQ_LANGUAGE, HQ_CURRENCY_NAME, HQ_FLAG_IMAGE, HQ_TERRITORY_NAME_EN, HQ_COUNTRY, AGE61_70, AGE51_60, AGE41_50, AGE31_40, AGE21_30, AGE0_20, ACTIVE_INDICATOR, PK_CUSTOMER_STORE, PK_RETAILER_SITE, VALID_FROM) VALUES('100-1, Jing-Ping Road', NULL, 'Chungho City', 'Taipei', '235', 'Asia Pacific', 'F12', NULL, NULL, 'Taiwan', NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, 1.0, 357.0, 357.0, (CASE WHEN 0 THEN '07-May-2026 15:57:19 PM' ELSE '01-Jan-1970 01:00:00 AM' END))
2026-05-07 15:57:19.656 | INFO     | __main__:<module>:78 - INSERT INTO customer_site(ADDRESS1, ADDRESS2, CITY, REGION, POSTAL_ZONE, TERRITORY_NAME_EN, FLAG_IMAGE, CURRENCY_NAME, LANGUAGE, COUNTRY, COMPANY_NAME, CUSTOMER_TYPE_EN, SEGMENT_DESCRIPTION, SEGMENT_NAME, HQ_ADDRESS1, HQ_ADDRESS2, HQ_CITY, HQ_REGION, HQ_POSTAL_ZONE, HQ_PHONE, HQ_FAX, HQ_LANGUAGE, HQ_CURRENCY_NAME, HQ_FLAG_IMAGE, HQ_TERRITORY_NAME_EN, HQ_COUNTRY, AGE61_70, AGE51_60, AGE41_50, AGE31_40, AGE21_30, AGE0_20, ACTIVE_INDICATOR, PK_CUSTOMER_STORE, PK_RETAILER_SITE, VALID_FROM) VALUES('103-1, Yangjae-Dong', 'Seocho-Ku', 'Seoul', NULL, '137-130', 'Asia Pacific', 'F13', NULL, NULL, 'Korea', NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, 1.0, 354.0, 354.0, (CASE WHEN 0 THEN '07-May-2026 15:57:19 PM' ELSE '01-Jan-1970 01:00:00 AM' END))
2026-05-07 15:57:19.656 | INFO     | __main__:<module>:78 - INSERT INTO customer_site(ADDRESS1, ADDRESS2, CITY, REGION, POSTAL_ZONE, TERRITORY_NAME_EN, FLAG_IMAGE, CURRENCY_NAME, LANGUAGE, COUNTRY, COMPANY_NAME, CUSTOMER_TYPE_EN, SEGMENT_DESCRIPTION, SEGMENT_NAME, HQ_ADDRESS1, HQ_ADDRESS2, HQ_CITY, HQ_REGION, HQ_POSTAL_ZONE, HQ_PHONE, HQ_FAX, HQ_LANGUAGE, HQ_CURRENCY_NAME, HQ_FLAG_IMAGE, HQ_TERRITORY_NAME_EN, HQ_COUNTRY, AGE61_70, AGE51_60, AGE41_50, AGE31_40, AGE21_30, AGE0_20, ACTIVE_INDICATOR, PK_CUSTOMER_STORE, PK_RETAILER_SITE, VALID_FROM) VALUES('10423 Kenwood Road', 'Suite 221', 'Cincinnati', 'Ohio', '45265', 'Americas', 'F03', 'dollars', 'EN', 'United States', 'The Marketplace', 'Department Store', 'Offers a wide range of goods.', 'Department Store', '1902 Lancaster Street', NULL, 'New York', 'New York', '10039', '1 (212) 477-7132', '1 (212) 477-9716', 'EN', 'dollars', 'F03', 'Americas', 'United States', 19.0, 14.0, 19.0, 18.0, 13.0, 17.0, 1.0, 78.0, 78.0, (CASE WHEN 0 THEN '07-May-2026 15:57:19 PM' ELSE '01-Jan-1970 01:00:00 AM' END))
2026-05-07 15:57:19.656 | INFO     | __main__:<module>:78 - INSERT INTO customer_site(ADDRESS1, ADDRESS2, CITY, REGION, POSTAL_ZONE, TERRITORY_NAME_EN, FLAG_IMAGE, CURRENCY_NAME, LANGUAGE, COUNTRY, COMPANY_NAME, CUSTOMER_TYPE_EN, SEGMENT_DESCRIPTION, SEGMENT_NAME, HQ_ADDRESS1, HQ_ADDRESS2, HQ_CITY, HQ_REGION, HQ_POSTAL_ZONE, HQ_PHONE, HQ_FAX, HQ_LANGUAGE, HQ_CURRENCY_NAME, HQ_FLAG_IMAGE, HQ_TERRITORY_NAME_EN, HQ_COUNTRY, AGE61_70, AGE51_60, AGE41_50, AGE31_40, AGE21_30, AGE0_20, ACTIVE_INDICATOR, PK_CUSTOMER_STORE, PK_RETAILER_SITE, VALID_FROM) VALUES('11 The Golf Links', NULL, 'Southampton', 'Hampshire', 'SO30 0PZ', 'Central Europe', 'F09', 'pounds', 'EN', 'United Kingdom', NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, 1.0, 393.0, 393.0, (CASE WHEN 0 THEN '07-May-2026 15:57:19 PM' ELSE '01-Jan-1970 01:00:00 AM' END))
2026-05-07 15:57:19.656 | INFO     | __main__:<module>:78 - INSERT INTO customer_site(ADDRESS1, ADDRESS2, CITY, REGION, POSTAL_ZONE, TERRITORY_NAME_EN, FLAG_IMAGE, CURRENCY_NAME, LANGUAGE, COUNTRY, COMPANY_NAME, CUSTOMER_TYPE_EN, SEGMENT_DESCRIPTION, SEGMENT_NAME, HQ_ADDRESS1, HQ_ADDRESS2, HQ_CITY, HQ_REGION, HQ_POSTAL_ZONE, HQ_PHONE, HQ_FAX, HQ_LANGUAGE, HQ_CURRENCY_NAME, HQ_FLAG_IMAGE, HQ_TERRITORY_NAME_EN, HQ_COUNTRY, AGE61_70, AGE51_60, AGE41_50, AGE31_40, AGE21_30, AGE0_20, ACTIVE_INDICATOR, PK_CUSTOMER_STORE, PK_RETAILER_SITE, VALID_FROM) VALUES('11-33-11 Hita', 'Kita-ku', 'Osaka-shi', 'Osaka', '530-0000', 'Asia Pacific', 'F11', 'yen', 'EN', 'Japan', 'Kanjosen Sport', 'Sports Store', 'Primarily offers a wide range of sporting goods.  Concentrates on offering higher priced merchandise.', 'Sports Store - Exclusive', '11-33-11 Hita', 'Hita-ku', 'Osaka City', 'Osaka', '471-2314', '81-6-439-0001', '81-6-439-0002', 'EN', 'yen', 'F11', 'Asia Pacific', 'Japan', 3.0, 5.0, 20.0, 32.0, 38.0, 2.0, 1.0, 257.0, 257.0, (CASE WHEN 0 THEN '07-May-2026 15:57:19 PM' ELSE '01-Jan-1970 01:00:00 AM' END))
2026-05-07 15:57:19.656 | INFO     | __main__:<module>:78 - INSERT INTO customer_site(ADDRESS1, ADDRESS2, CITY, REGION, POSTAL_ZONE, TERRITORY_NAME_EN, FLAG_IMAGE, CURRENCY_NAME, LANGUAGE, COUNTRY, COMPANY_NAME, CUSTOMER_TYPE_EN, SEGMENT_DESCRIPTION, SEGMENT_NAME, HQ_ADDRESS1, HQ_ADDRESS2, HQ_CITY, HQ_REGION, HQ_POSTAL_ZONE, HQ_PHONE, HQ_FAX, HQ_LANGUAGE, HQ_CURRENCY_NAME, HQ_FLAG_IMAGE, HQ_TERRITORY_NAME_EN, HQ_COUNTRY, AGE61_70, AGE51_60, AGE41_50, AGE31_40, AGE21_30, AGE0_20, ACTIVE_INDICATOR, PK_CUSTOMER_STORE, PK_RETAILER_SITE, VALID_FROM) VALUES('110-981 Hayashicho', 'Asakita-ku', 'Hiroshima-shi', 'Hiroshima', '731-0202', 'Asia Pacific', 'F11', 'yen', 'EN', 'Japan', 'Japan Sports Youhinten', 'Sports Store', 'Primarily offers a wide range of sporting goods.', 'Sports Store', '1-1-1 Hamakubo', NULL, 'Shibuya-ku', 'Tokyo', '530-9125', '81-3-5547-6209', '81-3-5547-6210', 'EN', 'yen', 'F11', 'Asia Pacific', 'Japan', 2.0, 11.0, 8.0, 8.0, 35.0, 36.0, 1.0, 245.0, 245.0, (CASE WHEN 0 THEN '07-May-2026 15:57:19 PM' ELSE '01-Jan-1970 01:00:00 AM' END))
2026-05-07 15:57:19.656 | INFO     | __main__:<module>:78 - INSERT INTO customer_site(ADDRESS1, ADDRESS2, CITY, REGION, POSTAL_ZONE, TERRITORY_NAME_EN, FLAG_IMAGE, CURRENCY_NAME, LANGUAGE, COUNTRY, COMPANY_NAME, CUSTOMER_TYPE_EN, SEGMENT_DESCRIPTION, SEGMENT_NAME, HQ_ADDRESS1, HQ_ADDRESS2, HQ_CITY, HQ_REGION, HQ_POSTAL_ZONE, HQ_PHONE, HQ_FAX, HQ_LANGUAGE, HQ_CURRENCY_NAME, HQ_FLAG_IMAGE, HQ_TERRITORY_NAME_EN, HQ_COUNTRY, AGE61_70, AGE51_60, AGE41_50, AGE31_40, AGE21_30, AGE0_20, ACTIVE_INDICATOR, PK_CUSTOMER_STORE, PK_RETAILER_SITE, VALID_FROM) VALUES('1117 Franklin Blvd', NULL, 'Winnipeg', 'Manitoba', 'R2C 0M5', 'Americas', 'F04', 'dollars', 'EN', 'Canada', 'Rock Steady', 'Outdoors Shop', 'Primarily offers camping supplies, hiking equipment, and other gear for outdoor activities', 'Outdoors Shop', '45, rue Atwater', NULL, 'Montréal', 'Québec', 'H2T 9K8', '1 (514) 747-4481', '1 (514) 741-2277', 'EN', 'dollars', 'F04', 'Americas', 'Canada', 1.0, 3.0, 8.0, 12.0, 24.0, 52.0, 1.0, 1.0, 1.0, (CASE WHEN 0 THEN '07-May-2026 15:57:19 PM' ELSE '01-Jan-1970 01:00:00 AM' END))
2026-05-07 15:57:19.656 | INFO     | __main__:<module>:78 - INSERT INTO customer_site(ADDRESS1, ADDRESS2, CITY, REGION, POSTAL_ZONE, TERRITORY_NAME_EN, FLAG_IMAGE, CURRENCY_NAME, LANGUAGE, COUNTRY, COMPANY_NAME, CUSTOMER_TYPE_EN, SEGMENT_DESCRIPTION, SEGMENT_NAME, HQ_ADDRESS1, HQ_ADDRESS2, HQ_CITY, HQ_REGION, HQ_POSTAL_ZONE, HQ_PHONE, HQ_FAX, HQ_LANGUAGE, HQ_CURRENCY_NAME, HQ_FLAG_IMAGE, HQ_TERRITORY_NAME_EN, HQ_COUNTRY, AGE61_70, AGE51_60, AGE41_50, AGE31_40, AGE21_30, AGE0_20, ACTIVE_INDICATOR, PK_CUSTOMER_STORE, PK_RETAILER_SITE, VALID_FROM) VALUES('12, rue Mulhouse', NULL, 'Strasbourg', NULL, 'F-67000', 'Central Europe', 'F01', 'francs', 'EN', 'France', NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, 1.0, 197.0, 197.0, (CASE WHEN 0 THEN '07-May-2026 15:57:19 PM' ELSE '01-Jan-1970 01:00:00 AM' END))
2026-05-07 15:57:19.656 | INFO     | __main__:<module>:78 - INSERT INTO customer_site(ADDRESS1, ADDRESS2, CITY, REGION, POSTAL_ZONE, TERRITORY_NAME_EN, FLAG_IMAGE, CURRENCY_NAME, LANGUAGE, COUNTRY, COMPANY_NAME, CUSTOMER_TYPE_EN, SEGMENT_DESCRIPTION, SEGMENT_NAME, HQ_ADDRESS1, HQ_ADDRESS2, HQ_CITY, HQ_REGION, HQ_POSTAL_ZONE, HQ_PHONE, HQ_FAX, HQ_LANGUAGE, HQ_CURRENCY_NAME, HQ_FLAG_IMAGE, HQ_TERRITORY_NAME_EN, HQ_COUNTRY, AGE61_70, AGE51_60, AGE41_50, AGE31_40, AGE21_30, AGE0_20, ACTIVE_INDICATOR, PK_CUSTOMER_STORE, PK_RETAILER_SITE, VALID_FROM) VALUES('12, rue de Vaneau', 'Cedex 07', 'Paris', NULL, 'F-75007', 'Central Europe', 'F01', 'francs', 'EN', 'France', 'La bonne Forme', 'Sports Store', 'Primarily offers a wide range of sporting goods.  Concentrates on offering higher priced merchandise.', 'Sports Store - Exclusive', '67, avenue Daumesnil', 'Boîte postale 16', 'Marseille', NULL, 'F-13023', '+33 4 42 17 57 57', '+33 4 42 17 83 65', 'EN', 'francs', 'F01', 'Central Europe', 'France', 1.0, 7.0, 16.0, 35.0, 40.0, 1.0, 1.0, 222.0, 222.0, (CASE WHEN 0 THEN '07-May-2026 15:57:19 PM' ELSE '01-Jan-1970 01:00:00 AM' END))
2026-05-07 15:57:19.656 | INFO     | __main__:<module>:78 - INSERT INTO customer_site(ADDRESS1, ADDRESS2, CITY, REGION, POSTAL_ZONE, TERRITORY_NAME_EN, FLAG_IMAGE, CURRENCY_NAME, LANGUAGE, COUNTRY, COMPANY_NAME, CUSTOMER_TYPE_EN, SEGMENT_DESCRIPTION, SEGMENT_NAME, HQ_ADDRESS1, HQ_ADDRESS2, HQ_CITY, HQ_REGION, HQ_POSTAL_ZONE, HQ_PHONE, HQ_FAX, HQ_LANGUAGE, HQ_CURRENCY_NAME, HQ_FLAG_IMAGE, HQ_TERRITORY_NAME_EN, HQ_COUNTRY, AGE61_70, AGE51_60, AGE41_50, AGE31_40, AGE21_30, AGE0_20, ACTIVE_INDICATOR, PK_CUSTOMER_STORE, PK_RETAILER_SITE, VALID_FROM) VALUES('120 Southern Ocean Dr', 'Unit 16', 'Brisbane', 'VIC', '3000', 'Asia Pacific', 'F15', 'dollars', 'EN', 'Australia', 'Kanga Kampers', 'Outdoors Shop', 'Primarily offers camping supplies, hiking equipment, and other gear for outdoor activities', 'Outdoors Shop', '120 Southern Ocean Dr', 'Unit 16', 'Brisbane', 'VIC', '3000', '+(61) 07 7238 1065', '+(61) 07 7237 1063', 'EN', 'dollars', 'F15', 'Asia Pacific', 'Australia', 6.0, 12.0, 5.0, 17.0, 47.0, 13.0, 1.0, 317.0, 317.0, (CASE WHEN 0 THEN '07-May-2026 15:57:19 PM' ELSE '01-Jan-1970 01:00:00 AM' END))
